Source IP,Destination IP,Protocol,Timestamp,Precise Timestamp,Delta Time,TTL,IP Header Length,Total Length,Source Port,Destination Port,Packet Size
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:34,1729445914.925881,0.009511,128,20,255,60502,60504,259
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:34,1729445914.925961,0.021003,128,20,40,60504,60502,44
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:34,1729445914.92696,0.006503,128,20,472,60502,60504,476
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:34,1729445914.927019,0.004999,128,20,40,60504,60502,44
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:34,1729445914.929313,0.004421,128,20,255,60502,60504,259
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:34,1729445914.929346,0.011009,128,20,40,60504,60502,44
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:34,1729445914.931107,0.005002,128,20,368,60502,60504,372
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:34,1729445914.931129,0.004495,128,20,40,60504,60502,44
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445914.931282,0.004001,128,20,255,60502,60504,259
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445914.931292,0.007002,128,20,40,60504,60502,44
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445914.93224,0.004511,128,20,368,60502,60504,372
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445914.932309,0.005008,128,20,40,60504,60502,44
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445914.932812,0.005488,128,20,255,60502,60504,259
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445914.932841,0.007997,128,20,40,60504,60502,44
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445914.934694,0.008015,128,20,368,60502,60504,372
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445914.934717,0.041,128,20,40,60504,60502,44
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445914.935151,0.006,128,20,255,60502,60504,259
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445914.93517,0.0045,128,20,40,60504,60502,44
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445914.935348,0.00455,128,20,368,60502,60504,372
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445914.935359,0.004503,128,20,40,60504,60502,44
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445914.935847,0.004997,128,20,255,60502,60504,259
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445914.935866,0.005001,128,20,40,60504,60502,44
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445914.93598,0.006,128,20,368,60502,60504,372
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445914.935991,0.014001,128,20,40,60504,60502,44
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445914.936364,0.007501,128,20,255,60502,60504,259
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445914.936374,0.0115,128,20,40,60504,60502,44
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445914.936511,0.006002,128,20,368,60502,60504,372
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445914.93652,0.015033,128,20,40,60504,60502,44
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445914.936742,0.013499,128,20,255,60502,60504,259
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445914.936751,0.006005,128,20,40,60504,60502,44
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445915.083593,0.0,128,20,41,49460,49459,45
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445915.083612,0.0045,128,20,40,49459,49460,44
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445915.083661,0.0095,128,20,41,49460,49459,45
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445915.08367,0.006001,128,20,40,49459,49460,44
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445915.925051,0.4324,128,20,368,60502,60504,372
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445915.925089,0.002517,128,20,40,60504,60502,44
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445915.925716,0.013485,128,20,255,60502,60504,259
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445915.925732,0.011002,128,20,40,60504,60502,44
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445915.926172,0.011998,128,20,368,60502,60504,372
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445915.926192,0.009946,128,20,40,60504,60502,44
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445915.927065,0.007505,128,20,255,60502,60504,259
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445915.927082,0.008501,128,20,40,60504,60502,44
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:35,1729445915.92737,0.0065,128,20,368,60502,60504,372
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:36,1729445915.927384,0.006051,128,20,40,60504,60502,44
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:36,1729445915.927818,0.003997,128,20,255,60502,60504,259
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:36,1729445915.927838,0.005001,128,20,40,60504,60502,44
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:36,1729445915.929091,0.006,128,20,368,60502,60504,372
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:36,1729445915.929105,0.004,128,20,40,60504,60502,44
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:36,1729445915.929231,0.004004,128,20,255,60502,60504,259
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:36,1729445915.929241,0.003996,128,20,40,60504,60502,44
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:36,1729445916.14408,0.108998,128,20,41,49460,49459,45
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:36,1729445916.144101,0.001,128,20,40,49459,49460,44
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:36,1729445916.144551,0.006001,128,20,41,49460,49459,45
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:36,1729445916.14456,0.008,128,20,40,49459,49460,44
127.0.0.1,127.0.0.1,TCP,2024-10-20 13:38:36,1729445916.422626,0.001,128,20,41,49460,49459,45
